1.6469495111729880e-04,0.0000000000000000e+00,0.0000000000000000e+00,1.4995220677814208e-03
9.1696353251599649e-04,5.0167223114741977e-01,0.0000000000000000e+00,1.4995220677814208e-03
1.6692375557945235e-03,1.0033444622948395e+00,0.0000000000000000e+00,1.4997703899326911e-03
2.4249992567977443e-03,1.5050166934422593e+00,0.0000000000000000e+00,1.5180194031628332e-03
3.1971697908734706e-03,2.0066889245896791e+00,0.0000000000000000e+00,1.5651869390407628e-03
4.0002567777999050e-03,2.5083611557370986e+00,0.0000000000000000e+00,1.6412729975664804e-03
4.8487678373552515e-03,3.0100333868845186e+00,0.0000000000000000e+00,1.7462775787399853e-03
5.7572105893177105e-03,3.5117056180319381e+00,0.0000000000000000e+00,1.8802006825612782e-03
6.7400926534654879e-03,4.0133778491793581e+00,0.0000000000000000e+00,2.0430423090303583e-03
7.8119216495767833e-03,4.5150500803267777e+00,0.0000000000000000e+00,2.2348024581472260e-03
8.9872016185227523e-03,5.0167223114741972e+00,0.0000000000000000e+00,2.4552595909172908e-03
1.0275216150796799e-02,5.5183945426216177e+00,0.0000000000000000e+00,2.6765321388512162e-03
1.1669582002810788e-02,6.0200667737690372e+00,0.0000000000000000e+00,2.8792468604406508e-03
1.3160989228417231e-02,6.5217390049164568e+00,0.0000000000000000e+00,3.0634037556855937e-03
1.4740127881468643e-02,7.0234112360638763e+00,0.0000000000000000e+00,3.2290028245860465e-03
1.6397688015817542e-02,7.5250834672112967e+00,0.0000000000000000e+00,3.3760440671420093e-03
1.8124359685316432e-02,8.0267556983587163e+00,0.0000000000000000e+00,3.5045274833534804e-03
1.9910832943817833e-02,8.5284279295061367e+00,0.0000000000000000e+00,3.6144530732204615e-03
2.1747797992212183e-02,9.0301001606535554e+00,0.0000000000000000e+00,3.7058401454141765e-03
2.3627724012293554e-02,9.5317723918009758e+00,0.0000000000000000e+00,3.7888090922983579e-03
2.5549289342837699e-02,1.0033444622948394e+01,0.0000000000000000e+00,3.8718421996540150e-03
2.7512526171371510e-02,1.0535116854095815e+01,0.0000000000000000e+00,3.9549394674811512e-03
2.9517466685421847e-02,1.1036789085243235e+01,0.0000000000000000e+00,4.0381008957797631e-03
3.1564143072515587e-02,1.1538461316390654e+01,0.0000000000000000e+00,4.1213264845498540e-03
